track_id	track_name	track_artist	track_popularity	track_album_id	track_album_name	track_album_release_date	playlist_name	playlist_id	playlist_genre	playlist_subgenre	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms
70eFcWOvlMObDhURTqT4Fv	Beautiful People (feat. Khalid)	Ed Sheeran	85	3oIFxDIo2fwuk4lwCmFZCx	No.6 Collaborations Project	7/12/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.64	0.648	5	-8.113	0	0.187	0.124	0	0.0802	0.548	92.977	197867
1ZPWWSwCkxKfqdp4H0RFCo	ROXANNE	Arizona Zervas	71	1BAHbTOKeZ1w0DeFSVi5Tn	ROXANNE	10/10/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.621	0.601	6	-5.616	0	0.148	0.0522	0	0.46	0.457	116.735	163636
4yI3HpbSFSgFZtJP2kDe5m	Look At Her Now	Selena Gomez	86	4O04QLiB0lGHQlygXxiMuX	Look At Her Now	10/24/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.563	0.564	10	-7.906	0	0.271	0.114	0.0254	0.304	0.55	154.355	162596
6b2RcmUt1g9N9mQ3CbjX2Y	How Do You Sleep?	Sam Smith	91	7baaCf70tVcUBL2bbkuXjo	How Do You Sleep?	7/19/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.477	0.682	1	-4.931	0	0.0925	0.153	0	0.0763	0.345	110.567	202205
2plLJpUcYPFrl1sW2pMG63	Lights Up	Harry Styles	74	4Aag1alBrdk2TFnATVmn8D	Lights Up	10/11/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.585	0.62	3	-8.09	0	0.0327	0.0426	0.00224	0.15	0.281	101.939	172227
1iQDltZqI7BXnHrFy4Qo1k	Trampoline (with ZAYN)	SHAED	90	5QqqBZmdQmY1MvlnpBkagB	Trampoline (with ZAYN)	9/26/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.619	0.459	7	-5.782	0	0.0334	0.56	0	0.137	0.498	126.803	184280
4vUmTMuQqjdnvlZmAH61Qk	South of the Border (feat. Camila Cabello & Cardi B)	Ed Sheeran	91	3oIFxDIo2fwuk4lwCmFZCx	No.6 Collaborations Project	7/12/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.857	0.621	9	-6.376	0	0.0824	0.148	0	0.0865	0.668	97.986	204467
6vBdBCoOhKHiYDDOcorfNo	Goodbyes (Feat. Young Thug)	Post Malone	51	4FFBjcmX06VmazABtpRMyv	Goodbyes (Feat. Young Thug)	7/5/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.58	0.653	5	-3.818	1	0.0745	0.447	0	0.111	0.175	150.231	174960
0hVXuCcriWRGvwMV1r5Yn9	I Don't Care (with Justin Bieber)	Ed Sheeran	84	3oIFxDIo2fwuk4lwCmFZCx	No.6 Collaborations Project	7/12/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.798	0.675	6	-5.041	1	0.0442	0.0912	0	0.0894	0.842	101.956	219947
51Fjme0JiitpyXKuyQiCDo	Lalala	Y2K	91	4WlC4FXhonJhNTXCQPGP3r	Lalala	6/28/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.843	0.391	2	-7.899	1	0.0845	0.181	0	0.137	0.496	129.972	160627
0RiRZpuVRbi7oqRdSMwhQY	Sunflower - Spider-Man: Into the Spider-Verse	Post Malone	87	4g1ZRSobMefqF6nelkgibi	Hollywood's Bleeding	9/6/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.755	0.522	2	-4.368	1	0.0575	0.533	0	0.0685	0.925	89.96	157560
56AMYGJzxBO6p8v0wEe9de	Hot (Remix) [feat. Gunna and Travis Scott]	Young Thug	86	7hXWMVDn9SVV7zNYiQGvWO	Hot (Remix) [feat. Gunna and Travis Scott]	11/1/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.845	0.631	7	-8.206	0	0.216	0.188	0	0.0806	0.545	111.983	279907
07Oz5StQ7GRoygNLaXs2pd	Good as Hell (feat. Ariana Grande) - Remix	Lizzo	89	1k1HuvFs562Z3CCiSYhtc1	Good as Hell (feat. Ariana Grande) [Remix]	10/25/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.668	0.892	5	-3.001	0	0.0645	0.298	0	0.735	0.478	95.927	159011
1lOe9qE0vR9zwWQAOk6CoO	Ransom	Lil Tecca	90	1I6FpscJIfwf4T56VxGVsB	We Love You Tecca	8/30/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.745	0.642	7	-6.257	0	0.287	0.0204	0	0.0658	0.226	179.974	131240
6moU77g9RQyMzHNuKEaQKq	It's You	Ali Gatie	68	40vQONzvJb6sKejDN3eWza	It's You	6/14/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.732	0.463	11	-6.972	0	0.0287	0.374	0	0.194	0.397	95.971	212607
6V9fHiv84WlVTg7CSnIVY2	Graveyard	Halsey	87	66QwiCFDLtRbrZ5Vs9wlL9	Graveyard	9/13/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.667	0.583	11	-5.127	0	0.0747	0.231	4.48E-05	0.181	0.187	92.043	181806
2TH65lNHgvLxCKXM3apjxI	Callaita	Bad Bunny	90	06S3Qjh4QWLtn6c7CVhYh7	Callaita	5/31/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.61	0.624	2	-4.773	1	0.309	0.6	2.12E-06	0.243	0.244	176.169	250534
1000nHvUdawXuUHgBod4Wv	Panini	Lil Nas X	79	71BrrQxz8mZAneNSDE9Lov	Panini	9/13/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.703	0.594	5	-6.146	0	0.0752	0.342	0	0.123	0.475	153.848	114893
7vJS1DPc3FzBtqBs8n3mW5	Bad To You (with Normani & Nicki Minaj)	Ariana Grande	76	4NBuascXb3uK0mFUYuJ63f	Charlie's Angels (Original Motion Picture Soundtrack)	11/1/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.727	0.583	7	-7.385	0	0.0718	0.065	0	0.106	0.629	147.983	171840
7CZyCXKG6d5ALeq41sLzbw	Take What You Want (feat. Ozzy Osbourne & Travis Scott)	Post Malone	87	4g1ZRSobMefqF6nelkgibi	Hollywood's Bleeding	9/6/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.499	0.8	1	-2.665	0	0.0502	0.0906	0	0.147	0.272	139.919	229573
4R8BJggjosTswLxtkw8V7P	No Me Conoce - Remix	Jhay Cortez	86	1V9QpD8kjA2iHCElhFGvlo	Famouz	5/24/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.806	0.786	10	-3.831	0	0.0741	0.145	0	0.0935	0.58	91.973	309120
6mAN61JH0dzyZpWslS11jy	Fantasias	Rauw Alejandro	92	1Flcx9eDuv7pTGM9nJBmGL	Fantasias	8/29/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.879	0.703	1	-4.219	1	0.0701	0.143	0	0.0569	0.788	94.004	199711
6osaMSJh9NguagEDQcZaKx	Loco Contigo (feat. J. Balvin & Tyga)	DJ Snake	88	2MFS6WG6jnPAgvJpV3PehR	Carte Blanche	7/25/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.694	0.758	11	-2.986	1	0.218	0.278	1.34E-06	0.102	0.371	192.091	185195
4sjiIpEv617LDXaidKioOI	223's (feat. 9lokknine)	YNW Melly	85	7cekEHNPgpKwVd9kJE9G8F	223's (feat. 9lokknine)	8/9/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.932	0.547	0	-7.787	0	0.333	0.0388	0	0.0924	0.695	94.998	176640
5hDAT527wXWNBnJlujhuUs	Stuck In A Dream (feat. Gunna)	Lil Mosey	64	5uSX6qtcBrqNOWBloxl6vr	Stuck In A Dream (feat. Gunna)	9/17/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.753	0.652	10	-5.943	0	0.0753	0.444	0	0.117	0.745	139.962	123560
6Y4PDQv4XjYjHLeLmvyOt0	Si Te Vas	Sech	88	2S6p0g6YzG3609Ty45i5Cq	Si Te Vas	9/26/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.732	0.644	0	-4.124	1	0.132	0.0934	4.54E-06	0.143	0.554	174.1	204907
2YpeDb67231RjR0MgVLzsG	Old Town Road - Remix	Lil Nas X	90	4IRiXE5NROxknUSAUSjMoO	7 EP	6/21/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.878	0.619	6	-5.56	1	0.102	0.0533	0	0.113	0.639	136.041	157067
7BlBVFwvbWvcwNcUarQmjk	"Yo x Ti, Tu x Mi"	ROSALÍA	88	3844bY26oeSkqd06th4EYp	"Yo x Ti, Tu x Mi"	8/15/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.78	0.759	1	-3.292	1	0.225	0.462	8.68E-04	0.143	0.579	91.952	201040
421leiR6jKlH5KDdwLYrOs	Dance Monkey	Tones and I	43	5i6CS5XcLZGLgaNCKlJvc2	Dance Monkey	5/10/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.824	0.592	6	-6.4	0	0.0969	0.693	1.58E-04	0.178	0.54	98.074	209755
0Z26mbSHJ1dkUu7g9DDgif	Trigger	Major Lazer	80	3Fcqa5sb0vVYEEDHzkiOA1	Trigger	10/24/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.57	0.585	8	-7.041	1	0.251	0.128	9.70E-05	0.111	0.378	97.285	171987
314ZkcV7oLWG8yWE7LABvH	Make It Right (feat. Lauv)	BTS	83	0ZI6Q1QJSYdeEQPvKzX1XR	Make It Right (feat. Lauv)	10/18/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.584	0.685	7	-7.811	1	0.425	0.0304	0	0.189	0.345	97.551	226321
4fwo6czG5nvOQMzhOto1ya	Lonely (with Jonas Brothers)	Diplo	80	1MF23oT6lg5q47LnZ91UPy	Lonely	9/27/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.738	0.717	1	-5.121	1	0.0573	0.062	0	0.205	0.5	98.047	139813
46D0hYb1B7qiU33VtXt21W	Easy	Camila Cabello	78	514p9UpvibpBhShFgpZaxS	Easy	10/11/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.574	0.593	4	-5.731	0	0.0463	0.411	1.55E-06	0.0966	0.355	128.073	194686
5nCthAh3jt4xKuLJAifAaR	Harleys In Hawaii	Katy Perry	78	30UjBkRwwBeCdspCGPBB8V	Harleys In Hawaii	10/16/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.722	0.757	10	-6.207	0	0.132	0.185	6.32E-06	0.126	0.721	140.094	185815
4evmHXcjt3bTUHD1cvny97	Beautiful People (feat. Khalid)	Ed Sheeran	89	3E12WU80fDMyu7GyIAx7wJ	Beautiful People (feat. Khalid)	6/28/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.64	0.648	5	-8.113	0	0.187	0.124	0	0.0802	0.548	92.977	197867
0y675KDleCZEudjoeL1sQQ	Feelings	Lauv	81	1MFxXAGWNIuz0X1hS9VRiS	Feelings	9/19/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.694	0.466	9	-6.758	1	0.0384	0.0934	0	0.098	0.246	103.018	189613
4Of7rzpRpV1mWRbhp5rAqG	Bruises	Lewis Capaldi	86	5658aM19fA3JVwTK6eQX70	Divinely Uninspired To A Hellish Extent	5/17/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.736	0.308	4	-7.83	1	0.0677	0.946	0	0.186	0.361	111.202	220492
5a6pdCHlWS2ekOOQ70QnAr	July	Noah Cyrus	88	2YQptVBjUJeIOBavD1AyXg	July	7/31/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.708	0.186	9	-8.953	0	0.0422	0.868	0	0.0779	0.321	72.541	156107
0rFQ5cKYJ9WtHSKp9sxVYt	Heartless (feat. Morgan Wallen)	Diplo	82	4YEes0AZtUChqtLBwaQLzh	Heartless (feat. Morgan Wallen)	8/16/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.764	0.555	11	-6.414	1	0.0604	0.275	0	0.0824	0.255	111.004	169227
6fTt0CH2t0mdeB2N9XFG5r	Panini	Lil Nas X	84	4IRiXE5NROxknUSAUSjMoO	7 EP	6/21/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.703	0.594	5	-6.146	0	0.0752	0.342	0	0.123	0.475	153.848	114893
4R9ATNRRl1uth17i5qDCc0	I.F.L.Y.	Bazzi	33	5Q4g8NWSgDf0AEE0Vy7bz9	I.F.L.Y.	7/18/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.812	0.519	2	-4.823	1	0.0385	0.379	0	0.13	0.554	104.954	165714
6muOWhMh7Tf0UFUtMDBhUR	Orphans	Coldplay	78	6DX4K0afv5l01Pf6lymJuB	Orphans / Arabesque	10/24/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.503	0.808	11	-5.051	0	0.045	0.0254	0.00162	0.557	0.283	107.975	197533
1HimGOB6BjOaCQYMIF1xtU	What Am I	Why Don't We	79	6IEEEv0mmFYPjhATWKYZRE	What Am I	8/23/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.614	0.647	0	-4.681	0	0.0524	0.0687	0	0.104	0.368	163.862	184665
1JRK7srBWUtAW7dPabKBwJ	Teeth	5 Seconds of Summer	80	6JdZip7wqJcGYtYDnzpp8T	Teeth	8/21/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.755	0.448	3	-2.993	0	0.0405	0.0508	3.87E-06	0.11	0.431	139.028	204887
6UjZ2Yx2g2a52XxiA8ONxZ	Outnumbered	Dermot Kennedy	80	4BQVnx1yJrDa1tcky9D9N6	Outnumbered	6/13/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.614	0.684	0	-5.79	1	0.157	0.247	0	0.0976	0.258	156.85	245700
2xyx0o4xNOLLjBSbOOdcbA	Playing Games (with Bryson Tiller) - Extended Version	Summer Walker	80	1qgJNWnPIeK9rx7hF8JCPK	Over It	10/4/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.726	0.408	11	-6.606	0	0.0614	0.603	0	0.225	0.459	115.918	143227
5p1ex0pXv6jSPJ6QbumQpD	Piece Of Your Heart	MEDUZA	30	0agqVZjOqVtqHkq3pTFPXb	Piece Of Your Heart	2/1/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.677	0.744	10	-6.806	0	0.0295	0.0404	1.60E-04	0.074	0.631	124.08	152913
7p4tetW3qNwSCz92PLGJg5	Obsessed	Dynoro	69	6rlqFfCAuPnZUFmS8sCIWw	Obsessed	3/22/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.582	0.826	11	-4.599	0	0.0612	0.0614	2.70E-06	0.108	0.201	117.948	209933
6WkJ2OK163XXS2oARUC9JM	Dancin (feat. Luvli) - Krono Remix	Aaron Smith	84	2J2f6vGACFrRghO1Ki74BE	Dancin (feat. Luvli) [Krono Remix]	11/7/2014	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.72	0.741	10	-6.529	0	0.0287	0.101	1.41E-05	0.289	0.357	119.896	198053
1pfgsjmxVZhoZpeDx6POKv	Bones (feat. OneRepublic)	Galantis	77	49vus1VCWc7AbgDmKYb8SC	Bones (feat. OneRepublic)	1/31/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.658	0.804	0	-5.735	1	0.0377	0.00463	0	0.178	0.508	120.047	205793
3O83h4LS797N23DpweeRAa	All Day And Night - Jax Jones & Martin Solveig Present Europa	Jax Jones	21	33YnOxRjRcB4R6kPeAxLJx	Snacks	10/12/2018	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.585	0.782	1	-4.101	0	0.0897	0.269	0	0.156	0.521	121.908	169303
5EpR6BqAnwR9PPl6sIrzGy	Who's Got Your Love	Cheat Codes	64	2ddicfthS1XeBDkhDqnWI3	Who's Got Your Love	3/15/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.704	0.888	11	-2.872	1	0.0541	0.00553	0.0011	0.079	0.531	125.027	157000
2dpaYNEQHiRxtZbfNsse99	Happier	Marshmello	89	78EicdHZr5XBWD7llEZ1Jh	Happier	8/17/2018	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.687	0.792	5	-2.749	1	0.0452	0.191	0	0.167	0.671	100.015	214290
2xyIwHKujL7tSgkK2Waj2s	All Around The World (La La La)	R3HAB	62	4ehMluxEHC7c7Lp4blCUkW	All Around The World (La La La)	4/5/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.733	0.859	9	-5.03	0	0.033	0.479	0.0645	0.105	0.52	124.948	147840
1rCcsYnmqbMYdkG7kS9GC5	Speechless (feat. Erika Sirola)	Robin Schulz	78	6c9vwMfJN8ojcFFmPWEPRE	Speechless (feat. Erika Sirola)	11/16/2018	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.574	0.728	1	-4.777	1	0.062	0.0161	1.42E-06	0.0851	0.266	125.047	214942
2EdT0divbyKeaurz7KgPm1	Remember (with ZOHARA)	Gryffin	61	5hM766f2vL0qN86vJEMwfI	Remember (with ZOHARA)	10/26/2018	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.619	0.901	11	-4.173	0	0.0563	0.0975	0.0455	0.178	0.503	123.002	221693
7MRghgE1RnubxFJBfUEPwt	One Touch (with ?Jess Glynne)	Jess Glynne	16	7amY1CW9j5LtD2Bbsx1FJO	Snacks (Supersize)	9/6/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.69	0.757	0	-5.16	0	0.244	0.533	0	0.202	0.581	124.273	197747
322tcqPhma7F6hfCeLisx0	"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”"	Lauv	84	60sI3iRfHfu7YpcTpZ29W1	"fuck, i'm lonely (with Anne-Marie) (from “13 Reasons Why: Season 3”)"	8/2/2019	Pop - Pop UK - 2019 - Canadian Pop - 2019 - Pop	46Cl6dmeiylK6TRGXr7hHe	pop	post-teen pop	0.806	0.558	9	-6.46	1	0.0683	0.482	0	0.0618	0.678	95.016	198973
0laYHRpNTS6i8FXdupHkJ4	Love You Like A Love Song	Selena Gomez & The Scene	75	49yHvRh1cOfLcEKukEP7Ox	When The Sun Goes Down	1/1/2011	The Sound of Post-Teen Pop	10FCW9lj0NdeoYI5VVvVtY	pop	post-teen pop	0.858	0.678	1	-3.87	0	0.0469	0.0761	0	0.0741	0.922	117.009	188453
43wzy7JxMEfvCh8ZFeZKYk	Right Now	Nick Jonas	73	4UsjjAKbtKzmgEz2pGbv6P	Right Now	8/24/2018	The Sound of Post-Teen Pop	10FCW9lj0NdeoYI5VVvVtY	pop	post-teen pop	0.597	0.751	6	-4.982	0	0.193	0.0104	0	0.0912	0.568	103.956	201680
22vgEDb5hykfaTwLuskFGD	Sucker	Jonas Brothers	87	1Uf67JAtkVWfdydzFFqNF2	Happiness Begins	6/7/2019	The Sound of Post-Teen Pop	10FCW9lj0NdeoYI5VVvVtY	pop	post-teen pop	0.842	0.734	1	-5.065	0	0.0588	0.0427	0	0.106	0.952	137.958	181027
7gvd8xj4QgPqbQSsn5pV7d	Sorry Not Sorry	Demi Lovato	80	1MI6gNg0plcEOgs8aezsjH	Tell Me You Love Me (Deluxe)	9/29/2017	The Sound of Post-Teen Pop	10FCW9lj0NdeoYI5VVvVtY	pop	post-teen pop	0.705	0.64	11	-6.928	0	0.225	0.0237	0	0.262	0.887	144.077	203760
2SPEg45ZaUFJCg9GwNmRvw	None Of My Business	Cher Lloyd	68	6Np7PYk4uftUoNc4hOKu8v	None Of My Business	10/19/2018	The Sound of Post-Teen Pop	10FCW9lj0NdeoYI5VVvVtY	pop	post-teen pop	0.793	0.488	2	-5.807	0	0.0462	0.428	0	0.0823	0.5	133.957	184005
1HwpWwa6bnqqRhK8agG4RS	Beautiful Soul	Jesse McCartney	72	2gidE8vgVOkYufANjuvj3S	Beautiful Soul	1/1/2004	The Sound of Post-Teen Pop	10FCW9lj0NdeoYI5VVvVtY	pop	post-teen pop	0.66	0.666	9	-4.342	1	0.0472	0.0759	0	0.0268	0.933	89.975	214227
5xvUgoVED1F4mBu8FL0HaW	Ready or Not	Bridgit Mendler	68	114sumrk5wTeMWHVin86QC	Hello My Name Is...	1/1/2012	The Sound of Post-Teen Pop	10FCW9lj0NdeoYI5VVvVtY	pop	post-teen pop	0.715	0.872	2	-3.835	1	0.0509	0.00351	3.84E-05	0.107	0.748	93.043	200947
0YEsfwQpG7ofdIiHWA0dHi	All I Ever Need	Austin Mahone	71	0dcqVluuyFBCScCqH7uAwx	The Secret	7/6/2005	The Sound of Post-Teen Pop	10FCW9lj0NdeoYI5VVvVtY	pop	post-teen pop	0.708	0.647	11	-6.128	1	0.0298	0.117	0	0.111	0.654	129.95	213747
0yVAi0bRRQjgKSrBsnB8R9	Underwater	Cody Simpson	61	1Cop9XDu07OussxezcVeax	Wave Two	2/22/2019	The Sound of Post-Teen Pop	10FCW9lj0NdeoYI5VVvVtY	pop	post-teen pop	0.642	0.608	9	-7.514	1	0.0357	0.12	1.18E-04	0.103	0.303	97.017	208960
44ADyYoY5liaRa3EOAl4uf	Slide Away	Miley Cyrus	81	0SHGFAL8WZUvpWb5iLPp6E	Slide Away	8/16/2019	The Sound of Post-Teen Pop	10FCW9lj0NdeoYI5VVvVtY	pop	post-teen pop	0.53	0.538	5	-6.672	1	0.0335	0.17	2.83E-06	0.248	0.288	148.051	233654
3hc7PLcmuZbJGPjhIore1i	Too Little Too Late - 2018	JoJo	66	2U7Vdbcizw7WqeMAnNbX8P	The High Road (2018)	12/20/2018	The Sound of Post-Teen Pop	10FCW9lj0NdeoYI5VVvVtY	pop	post-teen pop	0.394	0.821	6	-4.304	0	0.0404	0.00302	0.019	0.186	0.509	82.764	223533
4GAFlFLouTialsJv1kiKaC	Feeling So Good	Ashley Tisdale	56	2SeQhMEDBwMPuU1yykP2mh	Symptoms	5/3/2019	The Sound of Post-Teen Pop	10FCW9lj0NdeoYI5VVvVtY	pop	post-teen pop	0.727	0.702	4	-6.19	1	0.131	0.0991	9.42E-06	0.739	0.525	110.005	187160
07HPV6hzecJmMJwsIX8YVU	He Could Be the One	Hannah Montana	65	0bKrYLZrKCH5qGzgwPxLcl	Hannah Montana 3	1/1/2009	The Sound of Post-Teen Pop	10FCW9lj0NdeoYI5VVvVtY	pop	post-teen pop	0.602	0.894	4	-3.975	1	0.032	0.00154	0	0.433	0.643	125.988	180800
1g1Jor1zrllXn2ogj8KGAH	"Strut - From ""The Cheetah Girls 2"""	The Cheetah Girls	51	10ATF34xwqoGlmm5vsgOSG	The Cheetah Girls 2	1/1/2006	The Sound of Post-Teen Pop	10FCW9lj0NdeoYI5VVvVtY	pop	post-teen pop	0.674	0.87	3	-5.158	0	0.0912	0.428	5.08E-06	0.127	0.559	120.027	198360
2cOpRVjsE4qZLZbFOB47VJ	L.A. Boyz	Victorious Cast	54	2QSiC5LBtodAE8M5Fk02ja	Victorious 3.0: Even More Music From The Hit TV Show	11/6/2012	The Sound of Post-Teen Pop	10FCW9lj0NdeoYI5VVvVtY	pop	post-teen pop	0.616	0.91	8	-3.316	0	0.124	0.0109	0	0.0806	0.714	150.038	179600
